CellV [A^3],Df,NASA [m^2/cm^3],total_SA_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,mc_CRY-chi-3-all,mc_CRY-Z-0-all,mc_CRY-Z-3-all,mc_CRY-T-1-all,mc_CRY-S-0-all,D_mc_CRY-S-2-all,sum-mc_CRY-chi-0-all,sum-mc_CRY-Z-1-all,lc-chi-3-all,lc-Z-0-all,lc-Z-2-all,lc-T-1-all,lc-alpha-0-all,D_lc-chi-1-all,D_lc-chi-3-all,D_lc-T-1-all,D_lc-T-3-all,D_lc-S-1-all,D_lc-alpha-2-all,func-chi-0-all,func-Z-1-all,D_func-chi-1-all,D_func-chi-3-all,D_func-Z-2-all,D_func-T-3-all,D_func-S-1-all,f-lig-T-1,sum-D_lc-Z-1-all,sum-D_lc-Z-3-all,sum-D_lc-T-2-all,sum-D_lc-alpha-1-all,sum-func-T-3-all,sum-D_func-chi-2-all,sum-D_func-T-1-all,sum-D_func-T-2-all,sum-f-lig-T-1,MNC,MPC,pure_CO2_kH,pure_CO2_widomHOA,pure_methane_kH,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_580000,logKH_CH4,temperature,time,solvent1,solvent2,solvent3,additive,param3,param4,param5,additive_category
6584.46,4.25664,0.0,1359.15,0.323964,3.5344,30.8696,80.09426667,729.0,2682.0,62.0,1.5876,2.538333333,84.8256,24300,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,40.0,80.0,-40.0,-120.0,0.0,0.0,0.0,0.0,3840,-0.72,1.187,0.000277799,-32.4781142,9.25e-06,2.527713191,2.835632422,-5.033662527,160,72,887,0,0,0,0.889716841,0.049058569,-0.413391639,1
2436.6,3.80459,0.0,842.191,0.217309,3.5344,25.09173333,38.09506667,729.0,1278.0,40.0,1.5876,2.36,42.4128,9612,25.112,64.0,112.0,3.0,28.09,0.89,3.02,-2.0,-6.0,-0.04,-6.0,11.8336,48.0,0.89,3.02,2.0,-6.0,-0.04,456.0,8.0,44.0,-12.0,-24.0,36.0,3.56,-8.0,-12.0,1824,-1.02,1.15,0.0118286,-43.25100115,7.94e-06,5.289212569,2.266904042,-5.100302036,100,48,962,0,0,14798,-0.110283159,-0.010970215,0.182239898,0
29220.1,9.06966,0.0,1874.28,1.98916,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,86.64,22272,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,16.0,32.0,-16.0,-48.0,0.0,0.0,0.0,0.0,6624,-0.441,0.928,1.82e-05,-15.63550316,6.78e-06,0.269065438,3.157539558,-5.168902921,80,48,6228,702,0,313,-0.110283159,-0.089079437,0.295377468,2
1740.04,3.59297,32.0756,32.0756,0.0288469,2.8561,23.2544,29.86793333,2304.0,1984.0,32.0,2.1904,2.366666667,17.1366,9216,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,96.0,1.78,6.04,20.0,-2.0,-0.08,416.0,8.0,16.0,-8.0,-24.0,112.0,20.6,-12.0,-4.0,1664,-0.588,1.222,0.00566922,-48.04672085,2.76e-06,2.036057821,0.708542259,-5.5588235,160,60,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
3821.37,3.45207,122.755,122.755,0.0567735,2.8561,27.716,59.5556,2304.0,5664.0,60.0,2.1904,5.01,22.8488,14592,16.50933333,59.0,107.3333333,5.333333333,36.98,0.756666667,1.63,-1.666666667,-2.666666667,-0.033333333,-4.333333333,10.9696,74.0,1.083333333,2.073333333,6.0,-1.333333333,-0.046666667,330.6666667,20.0,60.0,-20.0,-63.6,144.0,17.76,-16.0,8.0,3968,-0.919,1.222,0.000245824,-34.41606805,2.35e-05,1.067990376,1.908351601,-4.628127129,110,72,962,887,0,14798,0.389716841,0.061818741,-0.217196949,0
4149.51,6.26863,106.77,1890.47,0.7772276,3.1684,42.8624,24.2792,2401.0,1568.0,100.0,2.0164,2.6,12.6736,10976,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,80.0,1.483333333,5.213333333,14.0,-5.333333333,-0.066666667,1048.0,4.0,8.0,-4.0,-12.0,57.33333333,7.46,-5.333333333,-4.0,2096,-0.781,2.006,0.000165215,-26.88819988,3.63e-05,1.222838928,5.070108441,-4.440251329,160,24,6228,0,0,313,-0.110283159,-0.089079437,0.295377468,2
2319.05,3.32075,203.896,203.896,0.0886596,1.4884,33.5744,92.0368,4356.0,11616.0,128.0,2.7889,5.2,2.9768,8448,17.544,64.0,176.0,4.0,28.09,0.86,1.78,-3.0,-4.0,-0.29,-6.0,9.243866667,230.6666667,-0.236666667,2.08,8.666666667,0.666666667,0.263333333,1296.0,-16.0,8.0,-4.0,-28.2,44.0,1.94,3.333333333,-2.666666667,2592,-0.465,1.556,0.000185187,-30.07728671,9.57e-05,1.24012249,1.803208229,-4.019032701,200,240,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
989.826,4.81928,0.0,716.571,0.169275,0.6241,19.0232,23.6605,3025.0,3850.0,112.0,5.3824,5.95,1.2482,6160,23.392,64.0,128.0,3.333333333,28.09,0.88,2.373333333,-2.333333333,-5.333333333,-0.123333333,-8.0,6.6564,448.0,-1.66,1.64,40.0,16.0,1.08,388.0,-2.666666667,10.66666667,-5.333333333,-17.4,128.0,0.24,16.0,8.0,776,-0.32,0.73,4.92e-05,-21.88037534,1.69e-05,0.634409971,1.870173391,-4.772774234,90,48,962,6228,702,0,-0.110283159,0.033190829,-0.124678847,1
2899.99,4.27158,0.0,1342.88,0.376297,2.7225,21.12,52.3908,900.0,2448.0,44.8,1.7161,3.488,27.225,8880,8.820444444,54.0,105.7777778,8.111111111,45.87,0.732222222,0.966666667,-1.555555556,-0.888888889,-0.031111111,-1.155555556,3.944533333,16.0,0.296666667,0.593333333,0.666666667,-1.333333333,-0.013333333,117.3333333,18.66666667,48.0,-2.666666667,-65.6,24.0,3.56,-8.0,-8.0,1408,-0.482,1.202,9.3e-05,-24.91875839,9.76e-06,1.402747199,2.947057273,-5.010741563,80,72,962,6228,0,10340,-0.110283159,0.083073132,-0.129610464,0
79692.1,24.24061,0.0,830.037,7.38569,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,43.32,11136,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,16.0,32.0,-16.0,-48.0,0.0,0.0,0.0,0.0,8928,-0.421,0.918,1.18e-05,-7.759846674,7.34e-06,0.178933034,4.110074505,-5.134308082,85,48,1049,6228,13387,0,0.389716841,-0.148312044,-0.155949966,1
10560.4,2.8039,237.641,237.641,0.0733695,3.5344,30.832,53.6176,729.0,1350.0,60.0,1.5876,2.94,56.5504,16416,15.992,56.5,108.5,7.5,41.425,0.935,1.555,-2.0,-2.0,-0.04,-2.05,10.9696,82.0,1.231666667,3.476666667,7.333333333,0.0,-0.053333333,354.0,64.0,176.0,-32.0,-220.8,554.6666667,66.82666667,-42.66666667,0.0,11328,-0.427,1.155,0.00031277,-31.3406235,4.07e-05,1.170535716,1.20877596,-4.390555005,90,72,962,6228,0,0,-0.110283159,-0.003003152,0.082883502,1
1000.27,3.74409,0.0,784.631,0.202832,2.7225,19.866,34.59225,900.0,1470.0,25.0,1.7161,1.89,10.89,3360,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,0.89,1.78,2.0,-4.0,-0.04,390.0,4.0,8.0,-4.0,-12.0,12.0,1.78,-4.0,-4.0,780,-0.526,1.228,0.00095458,-35.85963387,3.87e-05,2.70378216,2.922220494,-4.411785456,150,72,962,702,0,0,-0.110283159,0.083073132,-0.129610464,1
3853.15,4.85165,0.0,1662.04,0.568567,2.7225,28.38,70.01775,900.0,2970.0,65.0,1.7161,3.155,21.78,9600,22.55657143,64.0,116.5714286,3.142857143,28.09,0.941428571,2.288571429,-2.142857143,-5.142857143,-0.081428571,-7.714285714,4.7961,390.0,-2.33,-2.22,54.0,24.0,1.2,566.0,2.857142857,20.57142857,-10.28571429,-31.82857143,384.0,-8.64,24.0,24.0,2264,-0.872,1.233,5.43e-05,-20.65466684,1.59e-05,0.790731224,5.260766704,-4.798267042,120,72,962,12051,702,0,-0.110283159,0.083073132,-0.129610464,1
20721.3,3.3881,814.704,814.704,0.218068,2.8324,30.25745455,43.44327273,532.6363636,1282.909091,74.18181818,1.637045455,3.861818182,62.3128,20016,23.16193333,57.75,120.75,5.916666667,39.2025,0.723333333,0.623333333,-1.583333333,-1.333333333,-0.031666667,-6.75,10.1056,81.33333333,0.296666667,1.083333333,2.0,-2.333333333,-0.013333333,118.0,38.0,32.0,-48.0,-123.0,232.0,22.8,-16.0,-48.0,2832,-0.378,1.2,1.64e-05,-21.70857383,3.79e-06,0.240013541,1.258680135,-5.420851166,90,72,962,6228,0,222,0.389716841,0.061818741,-0.217196949,0
14959.1,3.8968,3.30416,823.12416,0.133945,1.555714545,30.53930182,99.24604364,4167.490909,12829.09091,151.2727273,2.730383636,3.465454545,85.5643,207996,13.94786966,62.07478632,111.8760684,3.865384615,33.85480769,0.75482906,1.580705128,-1.696581197,-1.967948718,-0.033760684,-3.932478632,4.568779487,40.0,0.475128205,1.001538462,6.461538462,0.461538462,-0.019487179,102.3076923,131.6666667,461.5,-112.0,-400.7,360.0,95.76,-76.0,0.0,7980,-1.559,2.022,0.00926985,-51.59057094,2.7e-06,1.480277341,0.876419742,-5.567978858,170,168,962,0,0,313,-0.110283159,0.083073132,-0.129610464,2
7836.56,4.95549,0.0,1545.55,0.448022,2.7225,22.704,39.534,900.0,1680.0,32.0,1.7161,2.16,21.78,7680,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,0.89,1.78,2.0,-4.0,-0.04,240.0,16.0,32.0,-16.0,-48.0,48.0,7.12,-16.0,-16.0,1920,-0.428,1.25,6.07e-05,-20.14438899,2.04e-05,0.886444207,4.340323749,-4.690212323,100,48,962,6228,0,0,-0.110283159,-0.003003152,0.082883502,1
4577.36,7.57886,3.47977,1301.04977,0.567068,3.61,23.104,72.2,841.0,1624.0,48.0,1.9044,4.88,21.66,4872,21.128,49.0,98.0,12.0,54.76,0.98,2.17,-2.0,1.0,-0.04,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,24.0,156.0,0.0,-93.6,0.0,0.0,0.0,0.0,3096,-0.261,0.844,4.87e-05,-26.16131464,1.17e-05,0.656716791,4.240346711,-4.93168053,150,72,962,0,0,313,-0.110283159,0.083073132,-0.129610464,2
2798.72,4.42782,0.0,2067.89,0.491099,1.21,29.293,38.555,4225.0,5330.0,160.0,2.8224,4.55,4.84,16120,18.49842857,60.0,106.2857143,4.714285714,42.31857143,0.508571429,1.625714286,-1.142857143,-2.857142857,-0.022857143,-5.142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,4.571428571,19.42857143,-6.857142857,-13.71428571,0.0,0.0,0.0,0.0,1520,-0.565,1.745,0.00295481,-38.96338211,1.84e-05,4.583468667,4.60406693,-4.736290569,80,72,6228,702,0,0,-0.110283159,-0.089079437,0.295377468,1
13226.1,12.65122,0.0,2038.96,0.792551,3.61,23.16914286,45.695,841.0,2195.714286,41.71428571,1.9044,1.83,101.08,88160,23.06971429,59.28571429,117.6,9.257142857,36.472,0.988285714,2.192571429,-2.142857143,-1.542857143,-0.042857143,-3.642857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.7142857,30.0,117.6,-1.2,-99.72,0.0,0.0,0.0,0.0,4560,-0.567,0.91,1.75e-05,-17.24723009,5.27e-06,0.26182613,2.460218449,-5.278464718,105,12,31275,6228,0,944,-0.110283159,-0.052885455,0.087815119,2
7673.56,4.44244,0.0,411.25,0.0881979,3.5344,34.67794286,110.8286857,729.0,3579.428571,76.57142857,1.5876,2.1,49.4816,16200,19.82114286,59.71428571,108.0,5.571428571,35.71,0.915714286,2.018571429,-2.0,-3.142857143,-0.04,-4.857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.4285714,28.0,96.0,-22.0,-91.2,0.0,0.0,0.0,0.0,4052,-0.581,1.17,3.32e-05,-24.70739995,9.91e-06,0.409110824,1.273427688,-5.003773865,160,48,6228,702,0,14923,-0.110283159,-0.089079437,0.295377468,0
5154.07,3.51841,657.71,657.71,0.0645146,5.418861538,42.8672,132.2971385,5119.461538,9121.692308,69.23076923,2.114123077,0.464615385,140.8904,78444,7.22,56.5,148.5,8.0,41.425,1.26,0.665,-2.5,0.0,-0.235,0.95,6.4258,287.0,-2.345,1.75,7.5,3.0,0.83,196.0,-8.0,14.0,0.0,-79.6,54.0,6.3,24.0,10.0,784,-0.804,1.891,1.44e-05,-23.73188846,1.34e-06,0.202764883,0.494214353,-5.873930314,160,72,962,0,0,313,-0.110283159,0.083073132,-0.129610464,2
3637.92,2.63845,119.58,119.58,0.0415432,2.7225,21.824,58.619,900.0,2480.0,40.0,1.7161,2.52,49.005,16560,31.45584,58.0,137.2,6.6,38.758,0.926,1.518,-2.0,-1.4,-0.04,-8.28,11.8336,48.0,0.89,1.29,2.0,-3.0,-0.04,270.0,24.0,79.2,-33.6,-80.64,60.0,10.68,-24.0,-24.0,3240,-1.042,1.197,0.0123874,-47.25823179,6.73e-06,1.051914948,0.557945622,-5.172101107,180,120,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1
580.418,3.81301,0.0,244.107,0.111743,3.3489,29.3776,52.2404,676.0,1733.333333,44.0,1.5625,1.92,10.0467,2912,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,4.0,8.0,-4.0,-12.0,0.0,0.0,0.0,0.0,432,-0.459,1.179,0.0189981,-48.53029726,3.09e-05,2.404299262,2.135431282,-4.510055576,180,48,962,0,0,14797,-0.110283159,0.083073132,-0.129610464,0
5857.6,5.42884,0.0,2263.2,0.72994,2.7225,19.866,37.43025,900.0,1590.0,28.5,1.7161,1.89,32.67,10080,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,0.89,1.78,2.0,-4.0,-0.04,738.0,8.0,16.0,-8.0,-24.0,24.0,3.56,-8.0,-8.0,2952,-0.579,1.233,0.00194217,-37.01772894,2.39e-05,4.301878775,6.215362809,-4.621862027,65,24,962,6228,887,0,0.223050174,-0.134252378,-0.237274718,1
3134.54,4.34787,8.85579,415.67479,0.0703914,2.138133333,32.61973333,79.40093333,2973.666667,7139.833333,140.0,2.433266667,6.701666667,25.6576,34610,23.91377333,60.625,116.725,5.025,34.09075,0.91025,1.429333333,-2.0,-2.508333333,-0.04,-6.63,5.9168,24.0,0.445,0.726666667,1.0,-1.666666667,-0.02,174.0,24.0,49.0,-24.0,-76.86,32.0,5.34,-12.0,-12.0,2088,-0.824,1.654,0.000219925,-35.800305,4.09e-06,1.430069241,0.870180484,-5.388313858,170,72,962,0,0,8471,-0.110283159,0.083073132,-0.129610464,0
9040.51,3.85233,0.0,1264.79,0.300654,2.8561,31.31232,77.89548,2304.0,6796.8,93.6,2.1904,5.232,57.122,63360,10.336,49.0,107.3333333,8.666666667,54.76,0.163333333,0.653333333,-0.333333333,-1.333333333,-0.006666667,-3.9,10.1056,109.0,1.363333333,2.993333333,4.333333333,0.0,0.08,876.0,4.0,16.0,-12.0,-15.6,352.0,16.36,-40.0,8.0,10512,-0.577,1.217,9.26e-05,-23.35630984,2.38e-05,1.386099397,3.772265542,-4.623530718,80,48,6228,887,0,313,-0.110283159,-0.091296178,0.328094014,2
20113.3,5.55983,37.9612,1620.9912,0.4587039,2.8561,27.716,50.25778333,2304.0,5616.0,60.66666667,2.1904,4.405,68.5464,43776,11.38619608,56.94117647,107.6078431,6.607843137,40.64058824,0.778627451,1.205882353,-1.68627451,-1.803921569,-0.03372549,-2.580392157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.6470588,57.33333333,136.0,-25.33333333,-191.2,0.0,0.0,0.0,0.0,4544,-0.518,1.221,0.00150194,-41.78123445,1.47e-05,1.525236755,2.467822589,-4.832582228,100,24,962,6228,0,0,-0.110283159,-0.003003152,0.082883502,1
3268.85,4.22176,0.0,923.434,0.28304,2.7225,17.028,29.6505,900.0,1260.0,18.0,1.7161,1.62,10.89,2880,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,10.5376,69.5,1.355,2.71,8.5,0.0,0.15,680.0,4.0,8.0,-4.0,-12.0,48.0,4.04,-1.0,2.0,1360,-0.549,1.192,0.0320576,-51.19458136,5.28e-05,5.18777158,4.64304908,-4.277563529,120,24,962,0,0,0,0.389716841,0.06606585,-0.271501052,1
5550.44,3.91024,0.0,954.655,0.176711,3.96124,37.0184,104.94476,1295.5,4378.0,95.6,1.73557,0.552,158.4496,61984,28.4544,52.0,190.4,9.6,49.426,0.642,2.8,-2.2,0.0,-0.082,-9.36,8.3525,264.8,-1.608,2.8,2.4,0.0,0.512,302.4,-6.0,160.0,-32.0,-70.6,160.0,11.76,104.0,-32.0,3024,-0.945,1.794,0.000807607,-37.87814454,1.12e-06,1.673698512,0.590780209,-5.951329068,120,72,962,0,0,313,-0.110283159,-0.221660742,-0.20352036,2
4257.96,3.76875,74.2551,669.5671,0.1911088,2.767033333,25.22346667,73.13537778,557.3333333,2315.555556,57.33333333,1.4857,0.391111111,99.6132,29952,21.128,49.0,98.0,12.0,54.76,0.98,2.17,-2.0,1.0,-0.04,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,16.0,104.0,0.0,-62.4,0.0,0.0,0.0,0.0,2064,-1.086,1.791,0.354349,-54.72631105,1.04e-05,6.325649527,2.065624033,-4.982557614,170,96,962,0,0,176,-0.110283159,0.083073132,-0.129610464,2
6652.94,2.5496,342.167,342.167,0.143074,3.7249,23.4688,73.34,2209.0,2632.0,48.0,1.6384,4.08,29.7992,10528,21.128,49.0,98.0,12.0,54.76,0.98,2.17,-2.0,1.0,-0.04,-2.0,3.61,336.0,-2.6,-4.7,105.0,25.0,1.56,448.0,32.0,208.0,0.0,-124.8,1216.0,-76.0,32.0,304.0,7168,-1.222,1.206,0.00021732,-30.10561608,7.38e-05,1.563625803,2.956890156,-4.131737133,171,96,962,887,0,0,-0.110283159,0.083073132,-0.129610464,1
4239.52,3.53796,433.936,433.936,0.113182,3.5344,32.5616,86.81464,729.0,2905.2,77.2,1.5876,4.176,70.688,21276,19.9529,60.8125,106.05,5.55,33.757375,1.162,1.967,-0.725,-2.3,0.12575,-6.3825,2.9584,12.0,0.2225,0.445,0.5,-1.0,-0.01,216.0,69.4,98.0,-25.2,-69.14,24.0,3.56,-8.0,-8.0,3456,-0.703,1.167,0.000722271,-36.81403217,2.71e-05,1.967856423,1.818172198,-4.566535799,140,72,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0
15579.0,7.00733,0.0,1985.26,0.842443,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,43.32,11136,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,48.0,0.89,1.78,2.0,-4.0,-0.04,618.0,12.0,24.0,-12.0,-36.0,36.0,5.34,-12.0,-12.0,3708,-0.416,0.912,5.79e-05,-21.28026357,1.73e-05,0.706129655,4.550853011,-4.761417009,80,72,962,6228,0,944,0.223050174,0.011519349,-0.04633881,2
8015.72,3.49916,1058.42,1058.42,0.311505,2.8561,38.75733333,40.4924,2304.0,2688.0,138.6666667,2.1904,2.84,17.1366,15360,17.544,64.0,137.6,13.0,28.09,0.89,1.78,-2.4,-2.4,-0.04,-6.0,11.8336,48.0,0.89,1.78,2.0,-4.0,-0.04,796.0,8.0,16.0,-1.6,-24.0,24.0,3.56,-10.66666667,-13.33333333,3184,-0.42,1.292,0.000160559,-25.88602636,2.62e-05,1.911156776,4.576756783,-4.582141517,90,72,962,6228,0,313,-0.110283159,-0.003003152,0.082883502,2
1679.24,2.52833,1.65835,1.65835,0.0,1.21,22.704,39.534,4900.0,5880.0,72.0,2.89,5.58,4.84,13440,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,12.0,24.0,-12.0,-36.0,0.0,0.0,0.0,0.0,1764,-0.561,1.39,9.41e-05,-37.83988142,4.33e-06,0.592179304,0.748250545,-5.363447917,180,72,962,0,0,313,-0.110283159,0.083073132,-0.129610464,2
1679.72,2.46791,1.97782,1.97782,0.0,3.61,28.2416,81.0426,841.0,2969.6,64.6,1.9044,4.814,36.1,9976,11.79288889,54.0,99.55555556,7.222222222,45.87,0.514444444,1.34,-1.111111111,-0.444444444,-0.022222222,-4.177777778,3.944533333,16.0,0.296666667,0.593333333,0.666666667,-1.333333333,-0.013333333,110.6666667,13.33333333,80.0,-13.33333333,-44.8,24.0,3.56,-8.0,-8.0,1328,-0.612,0.911,4.95e-05,-34.22036061,1.26e-06,0.313293205,0.299946993,-5.90126977,160,96,962,0,0,8471,-0.110283159,0.083073132,-0.129610464,0
3039.05,3.71971,936.198,936.198,0.296276,2.7225,21.384,50.49,900.0,1890.0,40.0,1.7161,3.26,10.89,3600,16.95111111,55.66666667,120.5555556,7.333333333,42.90666667,0.776666667,1.833333333,-1.666666667,-0.888888889,-0.033333333,-3.111111111,10.3936,68.0,0.854444444,1.708888889,2.0,-2.444444444,0.055555556,430.0,10.0,52.0,-7.333333333,-34.2,77.33333333,5.64,-5.333333333,-10.66666667,2580,-0.472,1.211,0.000165541,-26.82614959,2.5e-05,1.649379867,3.923005827,-4.601509655,120,72,31374,31254,0,28118,-0.110283159,-0.095729659,0.393527106,2
4705.07,2.59235,409.79,409.79,0.149327,3.6481,37.8944,75.9798,784.0,1680.0,96.0,1.4641,5.2,21.8886,7728,22.4226,58.375,88.75,9.0,38.09125,1.38875,2.18875,-1.625,0.125,0.095,-3.9,2.9584,12.0,0.2225,0.445,0.5,-1.0,-0.01,302.25,74.0,178.0,-8.0,-102.0,24.0,3.56,-8.0,-8.0,4836,-0.404,1.117,0.000384915,-30.26970213,0.000120043,1.769487336,2.833276235,-3.92066316,120,48,12051,0,0,0,-0.110283159,-0.010970215,0.182239898,1
8281.85,6.58995,82.7281,1903.0881,0.7682846,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,57.76,14848,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,11.8336,96.0,1.78,6.93,20.0,-6.0,-0.08,1048.0,8.0,16.0,-8.0,-24.0,160.0,20.6,-12.0,-8.0,4192,-0.408,0.912,0.000153933,-27.54495604,2.76e-05,1.019555996,4.312300272,-4.558889553,100,72,962,702,0,944,-0.110283159,0.083073132,-0.129610464,2
7267.94,3.44315,106.412,106.412,0.0433081,1.44,37.614,77.076,3969.0,9450.0,247.0,2.8224,5.005,23.04,73584,18.8904,59.02222222,104.8888889,5.133333333,45.79666667,0.415333333,1.525777778,-0.933333333,-2.933333333,-0.018666667,-4.933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,22.4,100.2666667,-39.46666667,-67.2,0.0,0.0,0.0,0.0,7056,-0.597,2.067,0.138041,-59.77665285,1.56e-05,2.174434849,1.762775689,-4.807006266,120,72,962,0,0,0,-0.110283159,-0.003003152,0.082883502,1
7789.2,4.93619,0.0,1355.66,0.361355,2.4001,25.81376,52.31672,1440.0,2419.2,54.8,2.08708,2.696,24.001,13824,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,7.889066667,32.0,0.593333333,1.186666667,1.333333333,-2.666666667,-0.026666667,192.0,24.0,48.0,-24.0,-72.0,48.0,7.12,-16.0,-16.0,2304,-0.579,1.449,0.000226972,-29.77752068,2.45e-05,2.486116058,4.238627911,-4.610012193,150,96,31374,887,0,0,-0.110283159,0.083073132,-0.129610464,1
7029.61,5.67197,0.0,1521.57,0.49326,1.44,27.828,34.872,3969.0,4284.0,116.0,2.8224,4.55,11.52,27216,18.4348,60.26666667,106.6666667,4.6,41.37,0.534,1.636,-1.2,-2.933333333,-0.024,-5.2,3.61,336.0,-2.6,-7.6,64.0,32.0,1.56,744.0,7.2,28.8,-10.4,-21.6,768.0,-31.2,24.0,48.0,4464,-0.589,2.136,0.00521111,-45.14640947,1.5e-05,2.962285011,3.583692516,-4.822535648,100,48,6228,0,0,313,-0.110283159,-0.089079437,0.295377468,2
40086.5,7.82539,0.0,2197.29,0.953927,3.3964,23.8908,35.4873,774.75,1252.5,27.5,1.831525,2.0525,81.5136,20160,17.544,64.0,101.3333333,2.833333333,28.09,0.89,1.78,-1.833333333,-4.0,-0.04,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,24.0,48.0,-24.0,-72.0,0.0,0.0,0.0,0.0,5088,-0.598,1.476,5.36e-05,-22.39814555,8.19e-06,0.974216182,3.866782094,-5.086649289,160,72,962,6228,0,14798,-0.110283159,0.083073132,-0.129610464,0
3354.26,2.55839,183.222,183.222,0.0910754,3.6481,34.8384,114.4854,784.0,2520.0,108.0,1.4641,5.28,7.2962,2352,14.44,49.0,105.0,12.0,54.76,0.98,1.33,-2.0,-1.0,-0.04,1.9,9.2416,105.0,1.225,2.135,14.0,-1.5,-0.05,1002.0,8.0,28.0,0.0,-31.2,102.0,10.64,-6.0,14.0,4008,-0.234,1.059,4.07e-05,-26.6360452,1.57e-05,0.443005791,1.745805886,-4.803550221,160,72,962,702,0,0,-0.110283159,0.083073132,-0.129610464,1
4065.37,2.94986,121.808,121.808,0.0728641,1.69745,14.1728,31.41955,630.5,1459.0,23.0,2.77885,1.405,13.5796,5056,23.908,64.0,112.0,3.0,28.09,0.89,3.37,-2.0,-2.0,-0.04,-6.0,11.8336,48.0,0.89,3.37,2.0,-2.0,-0.04,480.0,8.0,64.0,-12.0,-24.0,20.0,3.56,-8.0,-12.0,1920,-0.844,1.233,0.000151791,-34.24463518,9.42e-06,1.156133586,1.764321389,-5.025720484,120,48,962,702,0,0,-0.110283159,0.083073132,-0.129610464,1
36957.6,8.92625,0.0,2023.18,1.87263,3.61,26.144,45.524,841.0,1624.0,32.0,1.9044,2.44,86.64,22272,17.544,64.0,112.0,3.0,28.09,0.89,1.78,-2.0,-4.0,-0.04,-6.0,9.2416,107.3333333,0.49,2.59,4.666666667,0.0,-0.02,1464.0,16.0,32.0,-16.0,-48.0,194.6666667,12.69333333,-2.666666667,-8.0,11712,-0.415,0.907,2.25e-05,-15.97220455,8.42e-06,0.330132803,3.903340489,-5.074684814,80,24,6228,0,0,28118,-0.110283159,-0.089079437,0.295377468,2
19549.9,7.77882,0.0,1717.32,0.838581,3.6481,18.1832,47.7309,784.0,1176.0,24.0,1.4641,2.2,87.5544,14784,20.15054545,53.09090909,101.8181818,9.545454545,47.48636364,0.955454545,2.063636364,-2.0,-0.363636364,-0.04,-3.090909091,9.948509091,74.18181818,0.955454545,2.267272727,2.0,-4.727272727,-0.04,459.8181818,44.0,232.0,-12.0,-160.8,516.0,21.02,-44.0,-44.0,10116,-0.426,1.004,0.000186825,-30.81238593,4.64e-06,2.388201493,2.507287355,-5.333882804,140,48,962,887,0,0,-0.110283159,0.083073132,-0.129610464,1
